section	vendor	toledo_number	type	english_description	chinese_description	serving_size	unit	total_calories_cal	percent_cal	calories_from_fat_fat_cal	total_fat_g	percent_fat	saturated_fat_g	percent_sat_fat	trans_fat_g	cholesterol_mg	percent_chol	sodium_mg	percent_sod	total_carbohydrate_g	percent_carb	dietary_fiber_g	percent_diet	sugars_g	protein_g	percent_pro
cold_deli	store_made_31	28274200000	japanese	FRESH SEAFOOD BOWL CD	 ≤Â\∫£ır…wÔà	1	order	499	0.25	52	6	0.09	1	0.04	0	80	0.27	369	0.15	83	0.28	3	0.12	1	28	0.56
cold_deli	store_made_31	28272500000	japanese	INARI	∂π∆§â€Àæ	0.44	lb	319.4	0.16	49.58	5.46	0.08	0.48	0.02	0	0	0	479.02	0.2	57.92	0.19	1.5	0.06	9.3	9.79	0.2
cold_deli	store_made_31	28269600000	japanese	INARI W SPICY SHRIMP	¿±Œ∂Œr∏Ø∆§â€Àæ	0.54	lb	415.58	0.21	129.16	14.3	0.22	1.85	0.09	0	6.69	0.02	815.03	0.34	61.92	0.21	1.5	0.06	11.04	9.97	0.2
cold_deli	store_made_31	28272000000	japanese	SPIDER ROLL	÷©÷Î–∑í‘	0.72	lb	337.17	0.17	14.01	1.56	0.02	0.32	0.02	0	81.16	0.27	1398.74	0.58	60.5	0.2	1.92	0.08	6.73	18.12	0.36
cold_deli	store_made_31	28271200000	japanese	SUNRISE ROLL	»’≥ˆí‘	0.5	lb	310.73	0.16	11.08	1.23	0.02	0.21	0.01	0	130.03	0.43	1437.12	0.6	59.09	0.2	1.69	0.07	12.06	11.52	0.23
cold_deli	store_made_31	28272600000	japanese	CRUNCH ROLL	ÃÏãD¡_í‘	0.4	lb	234.47	0.12	45.65	5.1	0.08	2.74	0.14	0	10	0.03	701.48	0.29	38.2	0.13	1.23	0.05	2.49	7.67	0.15
cold_deli	store_made_31	28271800000	japanese	CATERPILLAR ROLL	√´√´œxâ€Àæí‘	0.28	lb	230.16	0.12	30.35	3.37	0.05	0.49	0.02	0	17.15	0.06	185.76	0.08	36.69	0.12	1.64	0.07	0.33	7.66	0.15
cold_deli	store_made_31	28272200000	japanese	CALIFORNIA ROLL	º”÷›æÌ	0.7	lb	432.01	0.22	21.05	2.34	0.04	0.42	0.02	0	18.14	0.06	815.64	0.34	84.66	0.28	2.97	0.12	5.96	15.54	0.31
cold_deli	store_made_31	28270700000	japanese	SPICY TUNA AVOCADO ROLL	¿±ÕÃƒ√Ù~¿“¿ÊæÌ	0.51	lb	327.03	0.16	26.81	2.98	0.05	0.28	0.01	0	8.85	0.03	359.02	0.15	61.97	0.21	2.29	0.09	5.12	12.88	0.26
cold_deli	store_made_31	28269500000	japanese	SMALL SPICY TUNA ROLL	¿±Œ∂ınÙ~â€Àæ(–°)	0.46	lb	312.85	0.16	35.27	3.92	0.06	0.42	0.02	0	9.58	0.03	381.18	0.16	56.1	0.19	2.11	0.08	0.45	12.73	0.25
cold_deli	store_made_31	28269400000	japanese	SMALL TUNA ROLL	ınÙ~â€Àæ(–°)	0.27	lb	176.18	0.09	27.09	3.01	0.05	0.25	0.01	0	14.88	0.05	382.13	0.16	24.59	0.08	0.68	0.03	0.39	12.96	0.26
cold_deli	store_made_31	28268900000	japanese	SALMON HAND ROLL	ıqÙ~ ÷í‘	0.33	lb	229.68	0.11	46.83	5.2	0.08	0.79	0.04	0	37.35	0.12	332.44	0.14	22.82	0.08	0.99	0.04	0.26	15.94	0.32
cold_deli	store_made_31	28269500000	japanese	SPICY TUNA HAND ROLL	¿±ÕÃƒ√Ù~ ÷í‘	0.31	lb	173.67	0.09	45.97	5.11	0.08	0.38	0.02	0	27.2	0.09	366.66	0.15	18.9	0.06	0.99	0.04	0.43	19.06	0.38
cold_deli	store_made_31	28271400000	japanese	RAINBOW ROLLS	≤ ∫Áâ€Àæí‘	0.49	lb	294.82	0.15	25.05	2.79	0.04	0.42	0.02	0	21.44	0.07	536.01	0.22	54	0.18	2.26	0.09	4.45	13.12	0.26
cold_deli	store_made_31	28271700000	japanese	ALASKA ROLL	∞¢¿≠Àπº”â€Àæí‘	0.49	lb	298.79	0.15	27.47	3.05	0.05	0.52	0.03	0	19.84	0.07	534.41	0.22	54	0.18	2.26	0.09	4.45	12.61	0.25
cold_deli	store_made_31	28273200000	japanese	MIX SUSHI COMBO   SALMON	æC∫œâ€Àæ	0.39	lb	257.38	0.13	35.31	3.93	0.06	0.58	0.03	0	52.56	0.18	205.14	0.09	35.16	0.12	0.96	0.04	0.12	18.19	0.36
cold_deli	store_made_31	28273200000	japanese	MIX SUSHI COMBO   TUNA	æC∫œâ€Àæ	0.39	lb	238.68	0.12	27.96	3.11	0.05	0.12	0.01	0	43.55	0.15	205.65	0.09	35.16	0.12	0.96	0.04	0.12	20.78	0.42
cold_deli	store_made_31	28273700000	japanese	SUSHI(NIGIRI)&ROLLS	æC∫œâ€Àæ	0.42	lb	271.05	0.14	31.9	3.55	0.05	0.34	0.02	0	26.62	0.09	193.94	0.08	42.83	0.14	1.16	0.05	0.12	17.49	0.35
cold_deli	store_made_31	28273400000	japanese	NIGIRI	æC∫œâ€Àæ	0.42	lb	271.05	0.14	31.9	3.55	0.05	0.34	0.02	0	26.62	0.09	193.94	0.08	42.83	0.14	1.16	0.05	0.12	17.49	0.35
cold_deli	store_made_31	28273300000	japanese	CHEF SASHIMI   SALMON	÷˜èNÃÿﬂx…˙Ù~∆¨	0.37	lb	384.07	0.19	65.17	7.24	0.11	1.13	0.06	0	62.25	0.21	199.93	0.08	22.97	0.08	0.14	0.01	0.12	22.95	0.46
cold_deli	store_made_31	28273300000	japanese	CHEF SASHIMI   TUNA	÷˜èNÃÿﬂx…˙Ù~∆¨	0.37	lb	346.67	0.17	50.47	5.61	0.09	0.21	0.01	0	44.23	0.15	200.96	0.08	22.97	0.08	0.14	0.01	0.12	28.12	0.56
hot_deli	store_made_31	28299200000	japanese	GRILLED UNAGI BOWL HD	øæzÙ~Ôà	0.62	lb	360.83	0.18	65.65	7.29	0.11	0.1	0.01	0	48.21	0.16	1724.57	0.72	59.84	0.2	1.99	0.08	5.73	13.79	0.28
hot_deli	store_made_5	28291200000	ihawihaw	INIHAW NA PAMPANO		0.59	lb	439.73	0.22	222.12	24.68	0.38	9.13	0.46	0	129.58	0.43	2892.42	1.21	3.22	0.01	1.14	0.05	0.3	48.41	0.97
hot_deli	store_made_5	28291000000	ihawihaw	INIHAW NA BANGUS		0.67	lb	451.97	0.23	177.15	19.68	0.3	0.03	0	0	151.96	0.51	2957.01	1.23	4.77	0.02	1.08	0.04	0.07	60.51	1.21
hot_deli	store_made_5	28293900000	ihawihaw	IH SARAPINOY BELLY LECHON		0.25	lb	578.88	0.29	526.88	58.54	0.9	20.11	1.01	0	71.91	0.24	344.78	0.14	4.73	0.02	0.29	0.01	3.58	9.47	0.19
hot_deli	store_made_5	28291700000	ihawihaw	IH ENSALADA		1.44	lb	166.56	0.08	11	1.22	0.02	0.22	0.01	0	0	0	24.1	0.01	39.2	0.13	16.51	0.66	21.83	6.56	0.13
hot_deli	store_made_5	28291700000	ihawihaw	IH TORTA		1.33	lb	439.71	0.22	234.07	26.01	0.4	7.5	0.37	0.07	682.1	2.27	3107.59	1.29	26.42	0.09	12.76	0.51	15.69	27.32	0.55
hot_deli	store_made_5	28293000000	ihawihaw	IH LECHON KAWALI	∑∆ Ω¥‡∆§ŒÂª®»‚	0.44	lb	617.53	0.31	542.35	60.26	0.93	21.96	1.1	0	81.65	0.27	1437.29	0.6	6.98	0.02	1.89	0.08	2.7	11.46	0.23
hot_deli	store_made_5	28294000000	ihawihaw	IH MALABON PALABOK[MED]		0.5	lb	300.7	0.15	144.43	16.05	0.25	1.61	0.08	0	179.04	0.6	2003.42	0.83	27.59	0.09	2.1	0.08	3.45	10.89	0.22
hot_deli	store_made_5	28292900000	ihawihaw	IHAW CRISPY PATA	∑∆ Ω¥‡∆§ÿi÷‚	0.5	lb	327.46	0.16	159.74	17.75	0.27	5.03	0.25	0	123.01	0.41	1566.23	0.65	7.21	0.02	1.92	0.08	2.81	33.27	0.67
hot_deli	store_made_5	28294100000	ihawihaw	IH PANCIT MALABON SOLO		0.5	lb	300.7	0.15	144.43	16.05	0.25	1.61	0.08	0	179.04	0.6	2003.42	0.83	27.59	0.09	2.1	0.08	3.45	10.89	0.22
hot_deli	store_made_37		ihawihaw	KAWALI		0.5	lb	377.65	0.19	344.7	38.3	0.59	13.96	0.7	0	51.99	0.17	481.12	0.2	0.83	0	0.25	0.01	0.25	0.3	0.01
hot_deli	store_made_37		ihawihaw	LECHON SISIG		0.5	lb	319.62	0.16	274.09	30.45	0.47	11.1	0.56	0	41.25	0.14	625.86	0.26	4.94	0.02	1.22	0.05	1.95	6.39	0.13
hot_deli	store_made_37	28291800000	ihawihaw	IH FRIED SMELT		1	lb	320.11	0.16	615.28	68.36	1.05	13.7	0.68	0	946.24	3.15	3270.47	1.36	56.71	0.19	0.98	0.04	0.09	217.12	4.34
hot_deli	store_made_37		ihawihaw	BEEF KALDERETA		1	lb	356.57	0.18	66.93	7.44	0.11	2.44	0.12	0	72.58	0.24	1174.22	0.49	27.96	0.09	3.35	0.13	12.83	42.2	0.84
hot_deli	store_made_37	28290700000	ihawihaw	GRILLED PUSIT		0.56	lb	363.74	0.18	132.2	14.69	0.23	3.69	0.18	0	507.12	1.69	743.39	0.31	20.12	0.07	0.92	0.04	1.85	35.94	0.72
hot_deli	store_made_37	28291100000	ihawihaw	INIHAW NA TILAPIA R.SCAD		0.56	lb	248.79	0.12	271.2	47.25	0.73	5.25	0.26	1.85	0	0	110.79	0.05	255.39	0.85	4.93	0.2	0.92	1.85	0.04
hot_deli	store_made_37		ihawihaw	GRILLED POMPANO		0.56	lb	432.53	0.22	213.26	23.7	0.36	8.77	0.44	0	124.4	0.41	294.26	0.12	4.93	0.02	0.92	0.04	1.85	46.99	0.94
cold_deli	store_made_37	28450100000	ihawihaw	IH GUINATANBILO2XMAISMONGGO		0.5	lb	398.85	0.2	118.14	13.64	0.21	8.81	0.44	0	2.56	0.01	40.39	0.02	65.8	0.22	3.29	0.13	33.43	3.23	0.06
hot_deli	store_made_37		ihawihaw	GRILLED MARINATED PORK BUTT		0.5	lb	386.27	0.19	219.22	24.36	0.37	8.56	0.43	0	122.02	0.41	1194.13	0.5	3.58	0.01	0.25	0.01	0.73	34.74	0.69
hot_deli	store_made_37		ihawihaw	GRILLED MARINATED PORK EAR		0.5	lb	480.74	0.24	267.76	29.75	0.46	10.61	0.53	0	161.39	0.54	1449.99	0.6	4.76	0.02	0.25	0.01	0.73	44.64	0.89
hot_deli	store_made_37		ihawihaw	BEEF MECHADO		0.5	lb	248.87	0.12	64.54	7.17	0.11	1.67	0.08	0	34.48	0.11	1181.67	0.49	25.64	0.09	0.61	0.02	19	19.9	0.4
hot_deli	store_made_37		ihawihaw	PORK MECHADO		0.5	lb	300.15	0.15	132.25	14.69	0.23	4.39	0.22	0	54.81	0.18	1179.9	0.49	25.64	0.09	0.61	0.02	19	16.08	0.32
hot_deli	store_made_37		ihawihaw	DINAKDAKAN		0.5	lb	465.74	0.23	336.41	37.38	0.58	8.47	0.42	0.05	81.76	0.27	1168.47	0.49	10.43	0.03	1.21	0.05	4.35	21.02	0.42
hot_deli	store_made_37		ihawihaw	PORK BUTT SISIG		0.5	lb	364.56	0.18	169.46	18.83	0.29	5.63	0.28	0	70.24	0.23	747.71	0.31	26.36	0.09	1.76	0.07	9.62	23	0.46
hot_deli	store_made_37		ihawihaw	PORK ADOBO		0.5	lb	229.35	0.11	113.43	12.6	0.19	3.77	0.19	0	109.03	0.36	698.06	0.29	13.65	0.05	0.52	0.02	4.44	15.36	0.31
hot_deli	store_made_37		ihawihaw	BEEF ASADO		0.5	lb	254.53	0.13	65.75	7.3	0.11	2.41	0.12	0	73.37	0.24	632.12	0.26	2.48	0.01	0.12	0	0.54	42.02	0.84
hot_deli	store_made_37		ihawihaw	DINUGUAN		0.5	lb	269.04	0.13	136.85	15.21	0.23	5.32	0.27	0	75.77	0.25	246.4	0.1	3.14	0.01	0.2	0.01	1.09	28.44	0.57
hot_deli	store_made_37		ihawihaw	TINOLA CHICKEN		1	lb	276.71	0.14	55.25	6.14	0.09	1.51	0.08	0	141.41	0.47	295.94	0.12	7.68	0.03	1.45	0.06	1.39	45.5	0.91
hot_deli	store_made_37		ihawihaw	CHICKEN ADOBO		0.5	lb	251.58	0.13	137.73	15.3	0.24	3.88	0.19	0.05	131.9	0.44	710.76	0.3	13.81	0.05	0.52	0.02	4.44	14.79	0.3
hot_deli	store_made_37		ihawihaw	BICOL EXPRESS  CHICKEN		1	lb	441.24	0.22	172.09	19.47	0.3	7.37	0.37	0.01	131.62	0.44	4390.56	1.83	16.93	0.06	1.06	0.04	10.91	47.33	0.95
hot_deli	store_made_37		ihawihaw	BICOL EXPRESS  PORK BELLY		0.25	lb	289.72	0.14	247.45	27.58	0.42	10.3	0.52	0	32.46	0.11	1091.78	0.45	4.23	0.01	0.27	0.01	2.73	5.9	0.12
hot_deli	store_made_37		ihawihaw	FISH WITH TAUSI		1	lb	434.09	0.22	163.24	17.93	0.28	3.98	0.2	0	94.78	0.32	765.7	0.32	23.48	0.08	1.36	0.05	10.34	45.65	0.91
hot_deli	store_made_37		ihawihaw	AFRITADA/MENUDO   PORK BUTT		1	lb	438.79	0.22	191.14	21.24	0.33	6.38	0.32	0	79.92	0.27	1458.91	0.61	37.04	0.12	2.01	0.08	20.3	24.34	0.49
hot_deli	store_made_37		ihawihaw	AFRITADA/MENUDO   PORK BELLY		0.5	lb	433.38	0.22	331.38	36.82	0.57	12.84	0.64	0	46.41	0.15	710.76	0.3	18.52	0.06	1	0.04	10.15	6.96	0.14
hot_deli	store_made_37		ihawihaw	FISH ESCABECHE		0.5	lb	357.81	0.18	128.59	14.29	0.22	2.37	0.12	0.09	34.56	0.12	975.14	0.41	45.16	0.15	1.26	0.05	21.99	13.23	0.26
cold_deli	store_made_37	28450200000	ihawihaw	IH PUTOKUTSINTAPALITAWATBP		0.5	lb	482.47	0.24	3.83	0.43	0.01	0.12	0.01	0	9.11	0.03	47.48	0.02	115.21	0.38	3.98	0.16	46.78	5.12	0.1
cold_deli	store_made_37		ihawihaw	PUTO BUMBONG		0.25	lb	500.16	0.25	0	0	0	0	0	0	0	0	42.19	0.02	118.31	0.39	4.11	0.16	23.85	6.16	0.12
cold_deli	store_made_805	28408100000	kimbob	KIMBOB FISH CAKE		0.56	lb	154.44	0.08	63.49	7.05	0.11	2.1	0.11	0	174.49	0.58	831.78	0.35	39.37	0.13	2.03	0.08	5.02	13.46	0.27
cold_deli	store_made_805	28408100000	kimbob	KIMBOB VEGETABLE		0.6	lb	113.98	0.06	32.76	3.64	0.06	1	0.05	0	80.86	0.27	1663.11	0.69	43.47	0.14	4.76	0.19	4.81	7.74	0.15
cold_deli	store_made_805	28411000000	kimbob	KIMBOB BEEF		0.48	lb	163.58	0.08	59.39	6.6	0.1	2.03	0.1	0	112.92	0.38	583.77	0.24	30.74	0.1	1.49	0.06	1	24.39	0.49
hot_deli	store_made_805	28411400000		DO CI ROK W VEG		1.16	lb	451.78	0.23	26.94	2.99	0.05	0.58	0.03	0.01	65.18	0.22	1872.43	0.78	77.27	0.26	5.56	0.22	22.84	28.78	0.58
hot_deli	store_made_3	28286700000		CHICKEN ROLL		0.6	lb	418.03	0.21	184.36	20.1	0.31	4.89	0.24	0.08	127.17	0.42	3259.77	1.36	23.34	0.08	1.64	0.07	11.9	31.64	0.63
cold_deli	store_made_3	28247100000		STEAMED BUN PORK	ır»‚∞¸	0.34	lb	487.08	0.24	150.99	16.49	0.25	4.45	0.22	0.06	1362.2	4.54	1648	0.69	64	0.21	2	0.08	10	15	0.3
cold_deli	store_made_3	28252100000		MEAT BALL	™{◊”Ó^	0.38	lb	484.35	0.24	246.25	26.87	0.41	7.35	0.37	0.11	2292.03	7.64	2772	1.16	37	0.12	1	0.04	17	16	0.32
cold_deli	store_made_3			MEAT SOUP	»‚∏˛  	0.35	lb	259.41	0.13	129.46	14.24	0.22	4.49	0.22	0.1	646.42	2.15	778	0.32	7	0.02	0	0	3	23	0.46
cold_deli	store_made_3	28245800000		STEAMED BUN WHEAT	»´˚úzÓ^	0.35	lb	555.98	0.28	18.92	2.1	0.03	0.41	0.02	0	0	0	4	0	123	0.41	11	0.44	10	14	0.28
cold_deli	store_made_3	28248800000		STEAMED BUN NUTS&SEEDS&BERRIES	∞ÀåöÎsºZzÓ^	0.35	lb	589.88	0.29	74.32	8.26	0.13	0.81	0.04	0	0	0	17	0.01	113	0.38	5	0.2	13	15	0.3
cold_deli	store_made_3	28261200000		FRESH MOCHI	 ÷π§¬È Ì	0.13	lb	374.29	0.19	50.63	5.67	0.09	0.81	0.04	0	0	0	30	0.01	75	0.25	3	0.12	6	5	0.1
hot_deli	store_made_(full_size)	28287600000	meat	RED YEAST PORK CHOP		0.12	lb	254.44	0.13	216.88	24.1	0.37	8.78	0.44	0	32.7	0.11	26.72	0.01	4.29	0.01	0.15	0.01	1.21	4.7	0.09
hot_deli	store_made_(full_size)	*for a full-sized runbing containing a customer-chosen combination of the ingredients on the left. individual ingredients do not have a toledo number.	meat	BEIJING PORK		0.12	lb	117.51	0.06	75.56	8.5	0.13	2.83	0.14	0	33.06	0.11	260.6	0.11	3	0.01	0	0	0	7.56	0.15
hot_deli	store_made_(full_size)		meat	TEMPURA SHRIMP		0.12	lb	159.47	0.08	100.41	11.22	0.17	7.09	0.35	0	8.86	0.03	141.75	0.06	11.22	0.04	0	0	0.59	4.14	0.08
hot_deli	store_made_(full_size)		meat	TEMPURA FISH		0.12	lb	54.14	0.03	59.71	1.65	0.03	0	0	0	14.17	0.05	253.61	0.11	4.37	0.01	0	0	0.51	6.31	0.13
hot_deli	store_made_(full_size)		vegetable	BONITO CABBAGE		0.18	lb	24.05	0.01	0.79	0.09	0	0.03	0	0	0	0	161.78	0.07	5.18	0.02	2.11	0.08	2.92	1.24	0.02
hot_deli	store_made_(full_size)		vegetable	BONITO BEAN SPROUT		0.03	lb	5.47	0	0.08	0.01	0	0	0	0	0	0	34.38	0.01	0.84	0	0.18	0.01	0.21	0.53	0.01
hot_deli	store_made_(full_size)		vegetable	BONITO ENOKI MUSHROOM		0.03	lb	5.63	0	0.37	0.04	0	0	0	0	0	0	25.57	0.01	1.13	0	0.38	0.02	0.06	0.4	0.01
hot_deli	store_made_(full_size)		vegetable	CHOPPED CUCUMBER		0.06	lb	5.96	0	0.64	0.07	0	0.01	0	0	0	0	37.93	0.02	2.43	0.01	0	0	0.04	1.03	0.02
hot_deli	store_made_(full_size)		vegetable	WHITE AND RED ONION		0.06	lb	11.34	0.01	0.26	0.03	0	0.01	0	0	0	0	1.13	0	2.65	0.01	0.48	0.02	1.2	0.31	0.01
hot_deli	store_made_(full_size)		additional_vegetable	GREEN ONION		0	lb	0.45	0	0.02	0	0	0	0	0	0	0	0.23	0	0.1	0	0.04	0	0.03	0.03	0
hot_deli	store_made_(full_size)		additional_vegetable	CILANTRO		0	lb	0.33	0	0.07	0.01	0	0	0	0	0	0	0.65	0	0.05	0	0.04	0	0.01	0.03	0
hot_deli	store_made_(full_size)		topping	FRIED EGG		0.06	lb	42.25	0.02	28.02	3.11	0.05	0.94	0.05	0	78.5	0.26	41.13	0.02	0.46	0	0	0	0.39	2.83	0.06
hot_deli	store_made_(full_size)		topping	SOUR MUSTARD		0.06	lb	22.83	0.01	4.53	0.51	0.01	0.07	0	0	0	0	461.12	0.19	4.22	0.01	0	0	3.34	0.95	0.02
hot_deli	store_made_(full_size)		topping	STIR FRIED BEANCURD		0.06	lb	45.24	0.02	14.3	1.42	0.02	0.54	0.03	0	0.41	0	355.98	0.15	4.52	0.02	0.12	0	1.52	2.84	0.06
hot_deli	store_made_(full_size)		powder	PEANUT POWDER		0.03	lb	74.93	0.04	50.25	5.58	0.09	0.71	0.04	0	0	0	2.04	0	4.66	0.02	0.96	0.04	3.37	2.93	0.06
hot_deli	store_made_(full_size)		powder	SEAWEED POWDER		0.03	lb	47.2	0.02	0	0	0	0	0	0	0	0	118.08	0.05	4.72	0.02	4.72	0.19	0	4.72	0.09
hot_deli	store_made_(full_size)		sauce	WASABI SAUCE		0.06	lb	28.42	0.01	23.87	2.65	0.04	0.41	0.02	0	1.92	0.01	99.07	0.04	5.44	0.02	0	0	1.92	0.04	0
hot_deli	store_made_(full_size)		sauce	BEIJING SAUCE		0.06	lb	38.67	0.02	21.94	2.36	0.04	0.51	0.03	0	0	0	150.1	0.06	3.94	0.01	0	0	2.36	0	0
hot_deli	store_made_(full_size)		sauce	RUNBING SAUCE		0.06	lb	27.22	0.01	0	0	0	0	0	0	0	0	532.98	0.22	6.24	0.02	0	0	5.1	0.57	0.01
hot_deli	store_made_(full_size)		wrap	FLOUR TORTILLA 		0.1	lb	140	0.07	36	4	0.06	0.5	0.03	0	0	0	210	0.09	23	0.08	0	0	0	3	0.06
hot_deli	store_made_(full_size)		wrap	FLOUR TORTILLA (STORE #17 ONLY)		0.15	lb	220	0.11	50	6	0.09	2	0.1	0	0	0	530	0.22	36	0.12	2	0.08	3	6	0.12
hot_deli	store_made_(full_size)		total	RUN BING		1	lb	657																		
hot_deli	store_made_(half_size)	28287300000	meat	RED YEAST PORK CHOP		1	lb	127.22	0.06	108.44	12.05	0.19	4.39	0.22	0	16.35	0.05	13.36	0.01	2.14	0.01	0.08	0	0.61	2.35	0.05
hot_deli	store_made_(half_size)	*for a half-sized runbing containing a customer-chosen combination of the ingredients on the left. individual ingredients do not have a toledo number.	meat	BEIJING PORK		0.06	lb	58.76	0.03	37.78	4.25	0.07	1.42	0.07	0	16.53	0.06	130.3	0.05	1.5	0.01	0	0	0	3.78	0.08
hot_deli	store_made_(half_size)		meat	TEMPURA SHRIMP		0.06	lb	79.73	0.04	50.2	5.61	0.09	3.54	0.18	0	4.43	0.01	70.88	0.03	5.61	0.02	0	0	0.3	2.07	0.04
hot_deli	store_made_(half_size)		meat	TEMPURA FISH		0.06	lb	27.07	0.01	29.86	0.83	0.01	0	0	0	7.08	0.02	126.81	0.05	2.18	0.01	0	0	0.25	3.15	0.06
hot_deli	store_made_(half_size)		vegetable	BONITO CABBAGE		0.09	lb	12.02	0.01	0.4	0.04	0	0.01	0	0	0	0	80.89	0.03	2.59	0.01	1.05	0.04	1.46	0.62	0.01
hot_deli	store_made_(half_size)		vegetable	BONITO BEAN SPROUT		0.01	lb	2.73	0	0.04	0	0	0	0	0	0	0	17.19	0.01	0.42	0	0.09	0	0.11	0.27	0.01
hot_deli	store_made_(half_size)		vegetable	BONITO ENOKI MUSHROOM		0.01	lb	2.82	0	0.18	0.02	0	0	0	0	0	0	12.78	0.01	0.56	0	0.19	0.01	0.03	0.2	0
hot_deli	store_made_(half_size)		vegetable	CHOPPED CUCUMBER		0.03	lb	2.98	0	0.32	0.04	0	0.01	0	0	0	0	18.96	0.01	1.21	0	0	0	0.02	0.51	0.01
hot_deli	store_made_(half_size)		vegetable	WHITE AND RED ONION		0.03	lb	5.67	0	0.13	0.01	0	0.01	0	0	0	0	0.57	0	1.32	0	0.24	0.01	0.6	0.16	0
hot_deli	store_made_(half_size)		additional_vegetable	GREEN ONION		0	lb	0.23	0	0.01	0	0	0	0	0	0	0	0.11	0	0.05	0	0.02	0	0.02	0.01	0
hot_deli	store_made_(half_size)		additional_vegetable	CILANTRO		0	lb	0.16	0	0.03	0	0	0	0	0	0	0	0.33	0	0.03	0	0.02	0	0.01	0.02	0
hot_deli	store_made_(half_size)		topping	FRIED EGG		0.03	lb	21.13	0.01	14.01	1.56	0.02	0.47	0.02	0	39.25	0.13	20.56	0.01	0.23	0	0	0	0.2	1.42	0.03
hot_deli	store_made_(half_size)		topping	SOUR MUSTARD		0.03	lb	11.41	0.01	2.27	0.25	0	0.04	0	0	0	0	230.56	0.1	2.11	0.01	0	0	1.67	0.48	0.01
hot_deli	store_made_(half_size)		topping	STIR FRIED BEANCURD		0.03	lb	22.62	0.01	7.15	0.71	0.01	0.27	0.01	0	0.2	0	177.99	0.07	2.26	0.01	0.06	0	0.76	1.42	0.03
hot_deli	store_made_(half_size)		powder	PEANUT POWDER		0.01	lb	37.46	0.02	25.13	2.79	0.04	0.36	0.02	0	0	0	1.02	0	2.33	0.01	0.48	0.02	1.69	1.46	0.03
hot_deli	store_made_(half_size)		powder	SEAWEED POWDER		0.01	lb	23.6	0.01	0	0	0	0	0	0	0	0	59.04	0.02	2.36	0.01	2.36	0.09	0	2.36	0.05
hot_deli	store_made_(half_size)		sauce	WASABI SAUCE		0.03	lb	14.21	0.01	11.94	1.33	0.02	0.21	0.01	0	0.96	0	49.53	0.02	2.72	0.01	0	0	0.96	0.02	0
hot_deli	store_made_(half_size)		sauce	BEIJING SAUCE		0.03	lb	19.34	0.01	10.97	1.18	0.02	0.25	0.01	0	0	0	75.05	0.03	1.97	0.01	0	0	1.18	0	0
hot_deli	store_made_(half_size)		sauce	RUNBING SAUCE		0.03	lb	13.61	0.01	0	0	0	0	0	0	0	0	266.49	0.11	3.12	0.01	0	0	2.55	0.28	0.01
hot_deli	store_made_(half_size)		wrap	FLOUR TORTILLA 		0.05	lb	70	0.04	18	2	0.03	0.25	0.01	0	0	0	105	0.04	11.5	0.04	0	0	0	1.5	0.03
hot_deli	store_made_(half_size)		wrap	FLOUR TORTILLA (STORE #17 ONLY)		0.07	lb	110	0.06	25	3	0.05	1	0.05	0	0	0	265	0.11	18	0.06	1	0.04	1.5	3	0.06
hot_deli	store_made_(half_size)		total	RUN BING [S]		1	lb	328																		
cold_deli	store_made	28254400000	spicy_marinated	SPICY MARINATED BEEF SHANK	¬È¿±≈£ÎÏ	0.5	lb	376.78	0.19	166.07	18.25	0.28	4.19	0.21	0.1	75.64	0.25	1683.21	0.7	16.37	0.05	4.1	0.16	9.79	33.03	0.66
cold_deli	store_made	28254100000	spicy_marinated	HOT SPICY BEEF TENDON	¬È¿±≈£ΩÓ	0.5	lb	374.66	0.19	185.16	20.37	0.31	4.51	0.23	0.09	67.16	0.22	1845.8	0.77	16.87	0.06	4.1	0.16	10.43	27.2	0.54
cold_deli	store_made	28254400000	spicy_marinated	SPICY MARINATED BEEF TRIPE	¬È¿±≈£∂«	0.5	lb	386.68	0.19	224.16	24.7	0.38	7.93	0.4	0.53	127.95	0.43	1835.19	0.76	18.4	0.06	4.1	0.16	10.85	18.96	0.38
cold_deli	store_made	28254700000	spicy_marinated	SPICY BEEF TRIPE	ºt”Õ∞Ÿ»~	0.5	lb	386.68	0.19	224.16	24.7	0.38	7.93	0.4	0.53	127.95	0.43	1835.19	0.76	18.4	0.06	4.1	0.16	10.85	18.96	0.38
cold_deli	store_made	28255400000	spicy_marinated	HOT SPICY PORK EAR THREAD	¬È¿±∂˙Ωz	0.5	lb	485.28	0.24	304.63	33.72	0.52	8.16	0.41	0	58.73	0.2	1511.38	0.63	15.86	0.05	4.65	0.19	9	25.24	0.5
cold_deli	store_made		spicy_marinated	SPICY MARINATED PORK HOCK	¿±ÿi÷‚ 	0.5	lb	366.55	0.18	227.97	25.22	0.39	5.48	0.27	0.07	52.66	0.18	1706.15	0.71	13.42	0.04	4.48	0.18	7.63	18.97	0.38
cold_deli	store_made	28254400000	spicy_marinated	SPICY BEEFSHANK & HONEYCOMBTRIPE	∑Ú∆ﬁ∑Œ∆¨	0.5	lb	381.73	0.19	195.12	21.48	0.33	6.06	0.3	0.32	101.8	0.34	1759.2	0.73	17.39	0.06	4.1	0.16	10.32	26	0.52
